150,1,0
150,2,0
150,3,0
150,4,0
150,5,0
150,6,0
150,7,0
150,8,0
150,9,0
150,10,0
150,11,0
150,12,0
150,13,0
150,14,0
150,15,0
150,16,0
150,17,0
150,18,0
150,19,0
150,20,0
150,21,0
150,22,0
150,23,0
150,24,0
150,25,0
150,26,0
150,27,0
150,28,0
150,29,0
150,30,0
150,31,0
150,32,0
150,33,0
150,34,0
150,35,0
150,36,0
150,37,0
150,38,0
150,39,0
150,40,0
150,41,0
150,42,0
150,43,0
150,44,0
150,45,0
150,46,0
150,47,0
150,48,0
150,49,0
150,50,0
150,51,0
150,52,0
150,53,0
150,54,0
150,55,0
150,56,0
150,57,0
150,58,0
150,59,0
150,60,0
150,61,0
150,62,0
150,63,0
150,64,0
150,65,0
150,66,0
150,67,0
150,68,0
150,69,0
150,70,0
150,71,0
150,72,0
150,73,0
150,74,0
150,75,0
150,76,0
150,77,0
150,78,0
150,79,0
150,80,0
150,81,0
150,82,0
150,83,0
150,84,0
150,85,0
150,86,0
150,87,0
150,88,0
150,89,0
150,90,0
150,91,0
150,92,0
150,93,0
150,94,0
150,95,0
150,96,0
150,97,0
150,98,0
150,99,0
150,100,0
150,101,0
150,102,0
150,103,0
150,104,0
150,105,0
150,106,0
150,107,0
150,108,0
150,109,0
150,110,0
150,111,0
150,112,0
150,113,0
150,114,0
150,115,0
150,116,0
150,117,0
150,118,0
150,119,0
150,120,0
150,121,0
150,122,0
150,123,0
150,124,0
150,125,0
150,126,0
150,127,0
150,128,0
150,129,0
150,130,0
150,131,0
150,132,0
150,133,0
150,134,0
150,135,0
150,136,0
150,137,0
150,138,0
150,139,0
150,140,0
150,141,0
150,142,0
150,143,0
150,144,0
150,145,0
150,146,0
150,147,0
150,148,0
150,149,0
150,150,0
150,151,0
150,152,0
150,153,0
150,154,0
150,155,0
150,156,0
150,157,0
150,158,0
150,159,0
150,160,0
150,161,0
150,162,0
150,163,0
150,164,0
150,165,0
150,166,0
150,167,0
150,168,0
150,169,0
150,170,0
150,171,0
150,172,0
150,173,0
150,174,0
150,175,0
150,176,0
150,177,0
150,178,0
150,179,0
150,180,0
150,181,0
150,182,0
150,183,0
150,184,0
150,185,0
150,186,0
150,187,0
150,188,0
150,189,0
150,190,0
150,191,0
150,192,0
150,193,0
150,194,0
150,195,0
150,196,0
150,197,0
150,198,0
150,199,0
150,200,0
