2081,1,0
2081,2,0
2081,3,0
2081,4,0
2081,5,0
2081,6,0
2081,7,0
2081,8,0
2081,9,0
2081,10,0
2081,11,0
2081,12,0
2081,13,0
2081,14,0
2081,15,0
2081,16,0
2081,17,0
2081,18,0
2081,19,0
2081,20,0
2081,21,0
2081,22,0
2081,23,0
2081,24,0
2081,25,0
2081,26,0
2081,27,0
2081,28,0
2081,29,0
2081,30,0
2081,31,0
2081,32,0
2081,33,0
2081,34,0
2081,35,0
2081,36,0
2081,37,0
2081,38,0
2081,39,0
2081,40,0
2081,41,0
2081,42,0
2081,43,0
2081,44,0
2081,45,0
2081,46,0
2081,47,0
2081,48,0
2081,49,0
2081,50,0
2081,51,0
2081,52,0
2081,53,0
2081,54,0
2081,55,0
2081,56,0
2081,57,0
2081,58,0
2081,59,0
2081,60,0
2081,61,0
2081,62,0
2081,63,0
2081,64,0
2081,65,0
2081,66,0
2081,67,0
2081,68,0
2081,69,0
2081,70,0
2081,71,0
2081,72,0
2081,73,0
2081,74,0
2081,75,1
2081,76,0
2081,77,0
2081,78,0
2081,79,0
2081,80,0
2081,81,0
2081,82,0
2081,83,0
2081,84,0
2081,85,0
2081,86,0
2081,87,0
2081,88,0
2081,89,0
2081,90,0
2081,91,0
2081,92,0
2081,93,0
2081,94,0
2081,95,0
2081,96,0
2081,97,0
2081,98,0
2081,99,0
2081,100,0
2081,101,0
2081,102,0
2081,103,0
2081,104,0
2081,105,0
2081,106,0
2081,107,0
2081,108,0
2081,109,0
2081,110,0
2081,111,0
2081,112,0
2081,113,0
2081,114,0
2081,115,0
2081,116,0
2081,117,0
2081,118,0
2081,119,0
2081,120,0
2081,121,0
2081,122,0
2081,123,0
2081,124,0
2081,125,0
2081,126,0
2081,127,0
2081,128,0
2081,129,0
2081,130,0
2081,131,0
2081,132,0
2081,133,0
2081,134,0
2081,135,0
2081,136,0
2081,137,0
2081,138,0
2081,139,0
2081,140,0
2081,141,0
2081,142,0
2081,143,0
2081,144,0
2081,145,0
2081,146,0
2081,147,1
2081,148,0
2081,149,0
2081,150,0
2081,151,0
2081,152,0
2081,153,0
2081,154,0
2081,155,0
2081,156,0
2081,157,0
2081,158,0
2081,159,0
2081,160,0
2081,161,0
2081,162,0
2081,163,0
2081,164,0
2081,165,0
2081,166,0
2081,167,0
2081,168,0
2081,169,0
2081,170,0
2081,171,0
2081,172,0
2081,173,0
2081,174,0
2081,175,0
2081,176,0
2081,177,0
2081,178,0
2081,179,0
2081,180,0
2081,181,0
2081,182,0
2081,183,0
2081,184,0
2081,185,0
2081,186,0
2081,187,0
2081,188,0
2081,189,0
2081,190,0
2081,191,0
2081,192,0
2081,193,0
2081,194,0
2081,195,0
2081,196,0
2081,197,0
2081,198,0
2081,199,0
2081,200,1
